System_ID,System_Name,Plant,Production_Line,Automation_Type,PLC,SCADA,DCS,Robot_Model,Status,Efficiency,Cycle_Time,Energy_Consumption,Downtime_Minutes,Alarm_Count,Operator_ID,Maintenance_Status,Project_ID,Compliance_Status,Created_Date
Sys0381,Indeed Automation,Chicago Plant,Line C,Semi Automated,Plc381,Factorytalk,Honeywell Experion,Yaskawa Gp25,Stopped,94.83,19.7,981.45,279,6,Op381,Scheduled,Prj381,Failed,2026-05-10
Sys0382,Hospital Automation,Houston Plant,Line C,Semi Automated,Plc382,Wonderware,Honeywell Experion,Fanuc M-20Id,Running,98.59,27.87,1535.22,154,0,Op382,Scheduled,Prj382,Passed,2026-04-13
Sys0383,Actually Automation,Austin Plant,Line C,Fully Automated,Plc383,Factorytalk,Emerson Deltav,Abb Irb2600,Running,75.91,20.67,776.82,187,7,Op383,Completed,Prj383,Pending,2025-09-18
Sys0384,Hour Automation,Houston Plant,Line A,Robotic Cell,Plc384,Wonderware,Emerson Deltav,Abb Irb2600,Running,92.37,33.79,845.8,295,3,Op384,In Progress,Prj384,Failed,2026-02-06
Sys0385,Data Automation,Houston Plant,Line A,Robotic Cell,Plc385,Wonderware,Abb 800Xa,Fanuc M-20Id,Maintenance,83.35,34.51,1333.04,61,7,Op385,In Progress,Prj385,Failed,2024-10-31
Sys0386,Chance Automation,Phoenix Plant,Line A,Robotic Cell,Plc386,Wonderware,Abb 800Xa,Kuka Kr10,Running,82.66,26.95,1153.66,113,4,Op386,Completed,Prj386,Failed,2025-07-05
Sys0387,Work Automation,Chicago Plant,Line D,Robotic Cell,Plc387,Wincc,Abb 800Xa,Yaskawa Gp25,Maintenance,93.87,14.44,1172.34,243,1,Op387,In Progress,Prj387,Pending,2024-11-15
Sys0388,Environmental Automation,Houston Plant,Line A,Semi Automated,Plc388,Wonderware,Emerson Deltav,Abb Irb2600,Idle,86.54,15.94,1290.64,292,6,Op388,In Progress,Prj388,Failed,2026-05-24
Sys0389,Notice Automation,Phoenix Plant,Line B,Fully Automated,Plc389,Wincc,Honeywell Experion,Yaskawa Gp25,Maintenance,91.43,27.28,725.06,211,13,Op389,Scheduled,Prj389,Pending,2024-10-19
Sys0390,Dog Automation,Austin Plant,Line C,Semi Automated,Plc390,Wincc,Honeywell Experion,Abb Irb2600,Maintenance,89.79,39.7,1384.42,74,14,Op390,Completed,Prj390,Passed,2025-03-31
Sys0391,Authority Automation,Austin Plant,Packaging Line,Semi Automated,Plc391,Ignition,Emerson Deltav,Fanuc M-20Id,Running,92.75,17.29,1742.0,75,9,Op391,Completed,Prj391,Pending,2026-02-13
Sys0392,To Automation,Dallas Plant,Line C,Semi Automated,Plc392,Wonderware,Abb 800Xa,Kuka Kr10,Idle,92.76,16.36,1592.85,132,15,Op392,In Progress,Prj392,Failed,2025-07-05
Sys0393,Their Automation,Austin Plant,Packaging Line,Robotic Cell,Plc393,Wincc,Honeywell Experion,Fanuc M-20Id,Maintenance,79.09,18.52,2078.38,138,1,Op393,Scheduled,Prj393,Failed,2025-08-25
Sys0394,Pay Automation,Dallas Plant,Line A,Semi Automated,Plc394,Factorytalk,Emerson Deltav,Kuka Kr10,Running,75.46,36.02,1798.82,118,12,Op394,In Progress,Prj394,Failed,2025-08-16
Sys0395,Itself Automation,Dallas Plant,Line C,Semi Automated,Plc395,Wincc,Abb 800Xa,Abb Irb2600,Stopped,88.46,31.37,579.5,271,9,Op395,Scheduled,Prj395,Pending,2025-12-24
Sys0396,Music Automation,Chicago Plant,Packaging Line,Fully Automated,Plc396,Wincc,Honeywell Experion,Kuka Kr10,Maintenance,90.01,17.09,2456.49,256,8,Op396,Completed,Prj396,Failed,2024-08-18
Sys0397,Property Automation,Houston Plant,Line D,Fully Automated,Plc397,Factorytalk,Abb 800Xa,Abb Irb2600,Maintenance,96.53,29.71,675.59,195,7,Op397,Scheduled,Prj397,Passed,2024-11-03
Sys0398,Deal Automation,Phoenix Plant,Line B,Semi Automated,Plc398,Factorytalk,Emerson Deltav,Kuka Kr10,Stopped,88.01,16.2,777.15,277,6,Op398,Completed,Prj398,Pending,2024-09-01
Sys0399,Point Automation,Phoenix Plant,Line B,Semi Automated,Plc399,Ignition,Emerson Deltav,Abb Irb2600,Maintenance,76.63,25.99,1938.88,94,10,Op399,Completed,Prj399,Failed,2025-09-15
Sys0400,Three Automation,Dallas Plant,Line C,Semi Automated,Plc400,Wonderware,Honeywell Experion,Yaskawa Gp25,Maintenance,78.65,15.64,763.09,13,8,Op400,In Progress,Prj400,Failed,2024-12-27
Sys0401,Run Automation,Phoenix Plant,Line B,Robotic Cell,Plc401,Ignition,Abb 800Xa,Fanuc M-20Id,Maintenance,76.91,33.39,768.17,240,11,Op401,Completed,Prj401,Pending,2024-12-03
Sys0402,Have Automation,Chicago Plant,Line D,Fully Automated,Plc402,Ignition,Abb 800Xa,Abb Irb2600,Running,84.81,39.06,2350.87,211,7,Op402,In Progress,Prj402,Failed,2025-06-24
Sys0403,Gas Automation,Austin Plant,Line B,Fully Automated,Plc403,Ignition,Honeywell Experion,Yaskawa Gp25,Maintenance,95.8,36.63,1355.11,21,12,Op403,In Progress,Prj403,Pending,2024-09-04
Sys0404,Time Automation,Chicago Plant,Assembly Line,Robotic Cell,Plc404,Wincc,Emerson Deltav,Fanuc M-20Id,Stopped,85.97,36.33,2255.56,125,12,Op404,In Progress,Prj404,Passed,2025-02-03
Sys0405,Door Automation,Phoenix Plant,Line D,Robotic Cell,Plc405,Wincc,Abb 800Xa,Kuka Kr10,Stopped,84.55,19.14,2155.24,236,5,Op405,Scheduled,Prj405,Pending,2025-12-12
Sys0406,Road Automation,Phoenix Plant,Line A,Robotic Cell,Plc406,Ignition,Honeywell Experion,Yaskawa Gp25,Running,92.34,13.4,2057.46,279,4,Op406,Scheduled,Prj406,Pending,2025-12-05
Sys0407,I Automation,Houston Plant,Line D,Fully Automated,Plc407,Ignition,Honeywell Experion,Abb Irb2600,Stopped,77.16,19.72,1797.15,83,3,Op407,Completed,Prj407,Passed,2025-10-22
Sys0408,Recently Automation,Chicago Plant,Packaging Line,Semi Automated,Plc408,Wincc,Emerson Deltav,Yaskawa Gp25,Idle,84.09,21.42,2036.52,171,4,Op408,Completed,Prj408,Passed,2026-03-15
Sys0409,Thank Automation,Austin Plant,Packaging Line,Fully Automated,Plc409,Wonderware,Honeywell Experion,Kuka Kr10,Stopped,81.93,15.42,2297.08,103,0,Op409,In Progress,Prj409,Pending,2025-06-10
Sys0410,Improve Automation,Dallas Plant,Line D,Semi Automated,Plc410,Wonderware,Emerson Deltav,Fanuc M-20Id,Stopped,80.71,27.67,1451.42,209,14,Op410,Completed,Prj410,Failed,2024-11-24
Sys0411,Several Automation,Phoenix Plant,Line A,Fully Automated,Plc411,Factorytalk,Emerson Deltav,Abb Irb2600,Running,79.44,11.65,1198.04,74,1,Op411,In Progress,Prj411,Failed,2024-09-04
Sys0412,Who Automation,Phoenix Plant,Line C,Semi Automated,Plc412,Wincc,Abb 800Xa,Fanuc M-20Id,Stopped,98.85,14.84,1068.76,293,5,Op412,Scheduled,Prj412,Failed,2024-07-26
Sys0413,Miss Automation,Phoenix Plant,Line C,Fully Automated,Plc413,Wincc,Honeywell Experion,Kuka Kr10,Maintenance,96.54,34.61,2016.88,281,2,Op413,Scheduled,Prj413,Pending,2025-01-01
Sys0414,Record Automation,Austin Plant,Line A,Robotic Cell,Plc414,Factorytalk,Honeywell Experion,Yaskawa Gp25,Idle,91.7,28.36,718.6,270,2,Op414,Scheduled,Prj414,Failed,2025-10-10
Sys0415,Local Automation,Phoenix Plant,Packaging Line,Semi Automated,Plc415,Wonderware,Emerson Deltav,Kuka Kr10,Maintenance,87.61,39.85,1207.71,66,15,Op415,In Progress,Prj415,Failed,2026-05-17
Sys0416,Huge Automation,Chicago Plant,Line D,Fully Automated,Plc416,Ignition,Emerson Deltav,Kuka Kr10,Idle,75.04,10.72,1750.92,60,6,Op416,In Progress,Prj416,Pending,2026-01-21
Sys0417,Else Automation,Chicago Plant,Line A,Semi Automated,Plc417,Factorytalk,Emerson Deltav,Abb Irb2600,Running,90.37,30.7,1008.84,34,9,Op417,Scheduled,Prj417,Failed,2025-06-18
Sys0418,Write Automation,Phoenix Plant,Line C,Fully Automated,Plc418,Wincc,Emerson Deltav,Kuka Kr10,Maintenance,84.51,27.07,2420.23,89,6,Op418,Scheduled,Prj418,Pending,2024-11-12
Sys0419,Eye Automation,Chicago Plant,Line D,Fully Automated,Plc419,Ignition,Honeywell Experion,Abb Irb2600,Stopped,96.41,26.11,1170.22,211,1,Op419,In Progress,Prj419,Pending,2026-05-05
Sys0420,Management Automation,Phoenix Plant,Packaging Line,Robotic Cell,Plc420,Factorytalk,Emerson Deltav,Fanuc M-20Id,Idle,88.86,19.95,2332.37,181,2,Op420,Completed,Prj420,Pending,2026-05-29
Sys0421,Because Automation,Dallas Plant,Line C,Semi Automated,Plc421,Ignition,Emerson Deltav,Yaskawa Gp25,Idle,89.28,35.94,2003.08,161,1,Op421,Scheduled,Prj421,Pending,2025-01-09
Sys0422,Professor Automation,Dallas Plant,Line D,Fully Automated,Plc422,Factorytalk,Honeywell Experion,Kuka Kr10,Idle,87.6,15.25,1248.43,19,6,Op422,Completed,Prj422,Pending,2024-09-26
Sys0423,Control Automation,Phoenix Plant,Line A,Semi Automated,Plc423,Ignition,Abb 800Xa,Kuka Kr10,Stopped,92.58,25.71,2051.07,73,3,Op423,In Progress,Prj423,Failed,2025-10-12
Sys0424,Store Automation,Austin Plant,Line B,Robotic Cell,Plc424,Wincc,Honeywell Experion,Yaskawa Gp25,Running,75.1,37.97,1874.1,44,10,Op424,Scheduled,Prj424,Passed,2025-07-23
Sys0425,Very Automation,Dallas Plant,Assembly Line,Robotic Cell,Plc425,Factorytalk,Abb 800Xa,Kuka Kr10,Idle,82.7,15.78,1053.3,163,14,Op425,In Progress,Prj425,Passed,2026-01-22
Sys0426,Course Automation,Houston Plant,Line B,Fully Automated,Plc426,Factorytalk,Abb 800Xa,Fanuc M-20Id,Running,79.96,20.51,1136.97,72,9,Op426,In Progress,Prj426,Passed,2025-02-13
Sys0427,School Automation,Austin Plant,Line A,Semi Automated,Plc427,Factorytalk,Emerson Deltav,Yaskawa Gp25,Running,78.12,24.12,1850.99,54,12,Op427,Completed,Prj427,Passed,2024-08-28
Sys0428,Opportunity Automation,Chicago Plant,Line D,Fully Automated,Plc428,Wonderware,Emerson Deltav,Kuka Kr10,Maintenance,82.98,15.94,2016.81,273,2,Op428,Scheduled,Prj428,Failed,2026-04-17
Sys0429,Any Automation,Austin Plant,Line A,Robotic Cell,Plc429,Wonderware,Abb 800Xa,Yaskawa Gp25,Maintenance,91.43,31.31,1430.79,118,7,Op429,Completed,Prj429,Failed,2025-07-28
Sys0430,Common Automation,Houston Plant,Line C,Semi Automated,Plc430,Ignition,Emerson Deltav,Kuka Kr10,Maintenance,85.88,10.91,1450.67,179,15,Op430,Scheduled,Prj430,Passed,2026-04-18
Sys0431,Mission Automation,Houston Plant,Line C,Robotic Cell,Plc431,Ignition,Emerson Deltav,Fanuc M-20Id,Stopped,94.62,33.9,1151.74,36,9,Op431,In Progress,Prj431,Pending,2024-10-11
Sys0432,Play Automation,Chicago Plant,Assembly Line,Semi Automated,Plc432,Ignition,Emerson Deltav,Abb Irb2600,Idle,98.37,21.51,1181.43,220,13,Op432,In Progress,Prj432,Pending,2026-06-17
Sys0433,Face Automation,Phoenix Plant,Packaging Line,Fully Automated,Plc433,Ignition,Emerson Deltav,Fanuc M-20Id,Stopped,77.74,27.88,1150.76,49,14,Op433,Completed,Prj433,Pending,2025-01-14
Sys0434,High Automation,Chicago Plant,Line A,Robotic Cell,Plc434,Wincc,Emerson Deltav,Yaskawa Gp25,Maintenance,86.86,29.8,681.07,71,0,Op434,Completed,Prj434,Failed,2025-04-25
Sys0435,Grow Automation,Austin Plant,Line D,Robotic Cell,Plc435,Factorytalk,Honeywell Experion,Yaskawa Gp25,Idle,79.94,36.32,1099.47,155,13,Op435,In Progress,Prj435,Pending,2025-05-30
Sys0436,Certainly Automation,Dallas Plant,Assembly Line,Fully Automated,Plc436,Wonderware,Abb 800Xa,Kuka Kr10,Running,83.86,26.47,606.25,286,11,Op436,Completed,Prj436,Pending,2025-07-05
Sys0437,War Automation,Dallas Plant,Line B,Semi Automated,Plc437,Wonderware,Emerson Deltav,Kuka Kr10,Stopped,84.74,23.06,922.43,88,15,Op437,Completed,Prj437,Passed,2025-06-20
Sys0438,Seek Automation,Phoenix Plant,Line D,Semi Automated,Plc438,Wonderware,Abb 800Xa,Kuka Kr10,Idle,78.22,12.15,531.42,249,13,Op438,Completed,Prj438,Passed,2025-10-27
Sys0439,Project Automation,Austin Plant,Packaging Line,Semi Automated,Plc439,Wonderware,Emerson Deltav,Yaskawa Gp25,Idle,85.91,22.72,2140.14,196,11,Op439,Completed,Prj439,Passed,2025-09-17
Sys0440,Notice Automation,Chicago Plant,Assembly Line,Fully Automated,Plc440,Wonderware,Emerson Deltav,Abb Irb2600,Maintenance,84.86,26.38,1233.94,19,15,Op440,In Progress,Prj440,Pending,2025-11-19
Sys0441,Plant Automation,Dallas Plant,Assembly Line,Semi Automated,Plc441,Wincc,Abb 800Xa,Kuka Kr10,Stopped,87.41,25.7,1720.14,125,15,Op441,In Progress,Prj441,Failed,2024-12-18
Sys0442,Age Automation,Dallas Plant,Packaging Line,Robotic Cell,Plc442,Factorytalk,Emerson Deltav,Fanuc M-20Id,Maintenance,87.84,10.32,1408.07,240,10,Op442,Scheduled,Prj442,Pending,2025-02-02
Sys0443,Mention Automation,Houston Plant,Line C,Fully Automated,Plc443,Wincc,Emerson Deltav,Kuka Kr10,Maintenance,76.47,24.19,838.16,26,9,Op443,In Progress,Prj443,Failed,2026-01-09
Sys0444,Billion Automation,Dallas Plant,Line C,Semi Automated,Plc444,Wincc,Abb 800Xa,Fanuc M-20Id,Maintenance,81.05,28.47,1050.43,131,0,Op444,In Progress,Prj444,Passed,2024-07-28
Sys0445,Believe Automation,Phoenix Plant,Line B,Robotic Cell,Plc445,Ignition,Emerson Deltav,Yaskawa Gp25,Maintenance,94.39,17.84,1901.55,248,5,Op445,In Progress,Prj445,Passed,2025-11-12
Sys0446,Theory Automation,Houston Plant,Line A,Fully Automated,Plc446,Ignition,Honeywell Experion,Yaskawa Gp25,Stopped,80.71,23.21,1775.15,107,11,Op446,Completed,Prj446,Failed,2025-11-20
Sys0447,Democrat Automation,Houston Plant,Line A,Fully Automated,Plc447,Ignition,Honeywell Experion,Yaskawa Gp25,Stopped,82.23,32.38,2004.86,272,7,Op447,Scheduled,Prj447,Failed,2025-05-03
Sys0448,Player Automation,Chicago Plant,Line D,Semi Automated,Plc448,Ignition,Emerson Deltav,Yaskawa Gp25,Running,81.93,33.92,1264.01,161,1,Op448,Completed,Prj448,Failed,2026-05-04
Sys0449,Chair Automation,Houston Plant,Line D,Robotic Cell,Plc449,Factorytalk,Honeywell Experion,Kuka Kr10,Maintenance,94.26,17.66,1668.35,236,7,Op449,In Progress,Prj449,Failed,2025-10-30
Sys0450,Able Automation,Phoenix Plant,Line B,Robotic Cell,Plc450,Factorytalk,Emerson Deltav,Abb Irb2600,Maintenance,88.14,30.18,2163.38,6,13,Op450,Completed,Prj450,Failed,2025-12-17
Sys0451,Time Automation,Dallas Plant,Packaging Line,Semi Automated,Plc451,Factorytalk,Abb 800Xa,Kuka Kr10,Maintenance,79.63,10.71,683.88,111,3,Op451,In Progress,Prj451,Passed,2025-12-03
Sys0452,Manage Automation,Dallas Plant,Assembly Line,Fully Automated,Plc452,Wonderware,Emerson Deltav,Abb Irb2600,Running,91.7,17.6,1433.91,38,14,Op452,Scheduled,Prj452,Pending,2026-05-02
Sys0453,Back Automation,Houston Plant,Line C,Fully Automated,Plc453,Wincc,Honeywell Experion,Fanuc M-20Id,Stopped,84.33,39.88,1016.48,135,5,Op453,Scheduled,Prj453,Passed,2025-01-31
Sys0454,Dog Automation,Chicago Plant,Line B,Robotic Cell,Plc454,Wonderware,Abb 800Xa,Yaskawa Gp25,Running,78.45,33.06,936.77,54,14,Op454,In Progress,Prj454,Pending,2026-05-19
Sys0455,Us Automation,Dallas Plant,Line A,Fully Automated,Plc455,Wincc,Emerson Deltav,Kuka Kr10,Stopped,75.45,24.93,1805.73,0,1,Op455,In Progress,Prj455,Pending,2026-04-05
Sys0456,Area Automation,Houston Plant,Line B,Robotic Cell,Plc456,Factorytalk,Honeywell Experion,Fanuc M-20Id,Stopped,86.48,22.12,1955.53,35,7,Op456,Completed,Prj456,Pending,2025-08-28
Sys0457,Special Automation,Chicago Plant,Line A,Robotic Cell,Plc457,Factorytalk,Honeywell Experion,Kuka Kr10,Stopped,76.32,39.91,1794.15,187,10,Op457,Completed,Prj457,Pending,2025-05-23
Sys0458,Marriage Automation,Houston Plant,Packaging Line,Fully Automated,Plc458,Ignition,Emerson Deltav,Fanuc M-20Id,Stopped,90.86,18.97,1280.21,54,11,Op458,Scheduled,Prj458,Passed,2026-02-08
Sys0459,Lawyer Automation,Chicago Plant,Packaging Line,Fully Automated,Plc459,Ignition,Abb 800Xa,Abb Irb2600,Running,92.27,27.79,1478.47,32,9,Op459,Scheduled,Prj459,Failed,2026-02-13
Sys0460,Upon Automation,Chicago Plant,Line A,Fully Automated,Plc460,Factorytalk,Abb 800Xa,Kuka Kr10,Running,84.73,16.35,1807.7,267,14,Op460,In Progress,Prj460,Failed,2026-02-05
Sys0461,Pay Automation,Austin Plant,Packaging Line,Robotic Cell,Plc461,Ignition,Abb 800Xa,Fanuc M-20Id,Idle,86.73,10.57,2314.36,23,7,Op461,In Progress,Prj461,Failed,2024-07-30
Sys0462,Leader Automation,Austin Plant,Line A,Fully Automated,Plc462,Wincc,Honeywell Experion,Fanuc M-20Id,Stopped,89.67,35.06,627.92,54,3,Op462,Scheduled,Prj462,Failed,2025-05-27
Sys0463,Population Automation,Phoenix Plant,Line B,Fully Automated,Plc463,Ignition,Honeywell Experion,Kuka Kr10,Stopped,82.78,39.28,1651.93,70,10,Op463,Completed,Prj463,Passed,2025-08-28
Sys0464,Foreign Automation,Phoenix Plant,Line B,Semi Automated,Plc464,Wincc,Abb 800Xa,Kuka Kr10,Idle,93.18,15.04,1239.85,84,14,Op464,Completed,Prj464,Failed,2025-12-06
Sys0465,East Automation,Dallas Plant,Line B,Fully Automated,Plc465,Wonderware,Abb 800Xa,Fanuc M-20Id,Stopped,76.94,10.22,2352.27,145,13,Op465,In Progress,Prj465,Pending,2025-04-07
Sys0466,Major Automation,Austin Plant,Line B,Fully Automated,Plc466,Factorytalk,Emerson Deltav,Yaskawa Gp25,Stopped,80.74,15.24,1883.35,92,15,Op466,In Progress,Prj466,Passed,2024-09-28
Sys0467,Term Automation,Houston Plant,Line C,Semi Automated,Plc467,Wincc,Emerson Deltav,Abb Irb2600,Idle,77.82,25.91,691.37,185,7,Op467,Scheduled,Prj467,Failed,2025-05-17
Sys0468,Hit Automation,Austin Plant,Line C,Fully Automated,Plc468,Ignition,Abb 800Xa,Abb Irb2600,Stopped,86.94,14.79,2345.35,27,11,Op468,Scheduled,Prj468,Passed,2025-11-26
Sys0469,Discussion Automation,Chicago Plant,Line C,Semi Automated,Plc469,Wonderware,Abb 800Xa,Fanuc M-20Id,Running,97.2,15.28,2070.98,248,3,Op469,Completed,Prj469,Passed,2026-05-04
Sys0470,Quite Automation,Chicago Plant,Assembly Line,Robotic Cell,Plc470,Factorytalk,Honeywell Experion,Abb Irb2600,Maintenance,80.52,13.3,955.56,121,13,Op470,Completed,Prj470,Pending,2025-02-03
Sys0471,Official Automation,Austin Plant,Line A,Semi Automated,Plc471,Wonderware,Abb 800Xa,Yaskawa Gp25,Idle,80.19,28.28,856.12,191,4,Op471,Scheduled,Prj471,Failed,2025-01-05
Sys0472,Night Automation,Austin Plant,Packaging Line,Semi Automated,Plc472,Factorytalk,Abb 800Xa,Kuka Kr10,Idle,75.77,27.06,1061.21,56,14,Op472,Scheduled,Prj472,Pending,2024-09-17
Sys0473,Let Automation,Austin Plant,Line C,Fully Automated,Plc473,Factorytalk,Emerson Deltav,Abb Irb2600,Idle,88.87,26.58,959.4,210,15,Op473,Completed,Prj473,Failed,2024-10-31
Sys0474,Question Automation,Chicago Plant,Line D,Semi Automated,Plc474,Wincc,Emerson Deltav,Yaskawa Gp25,Idle,80.95,23.03,944.81,76,0,Op474,Scheduled,Prj474,Passed,2026-03-12
Sys0475,Have Automation,Dallas Plant,Line D,Robotic Cell,Plc475,Wincc,Honeywell Experion,Yaskawa Gp25,Stopped,94.43,30.9,696.0,253,7,Op475,Completed,Prj475,Failed,2025-06-27
Sys0476,Direction Automation,Dallas Plant,Packaging Line,Robotic Cell,Plc476,Wonderware,Abb 800Xa,Abb Irb2600,Maintenance,82.1,29.43,681.46,245,9,Op476,Completed,Prj476,Failed,2024-08-03
Sys0477,Federal Automation,Chicago Plant,Assembly Line,Robotic Cell,Plc477,Wincc,Honeywell Experion,Yaskawa Gp25,Idle,95.98,22.16,2079.72,189,14,Op477,In Progress,Prj477,Failed,2025-11-10
Sys0478,Enter Automation,Dallas Plant,Packaging Line,Fully Automated,Plc478,Wonderware,Emerson Deltav,Kuka Kr10,Running,82.12,32.59,1896.11,277,6,Op478,In Progress,Prj478,Passed,2024-11-04
Sys0479,First Automation,Phoenix Plant,Line C,Robotic Cell,Plc479,Wincc,Emerson Deltav,Kuka Kr10,Running,77.66,20.97,1738.27,187,11,Op479,Completed,Prj479,Failed,2025-12-21
Sys0480,First Automation,Phoenix Plant,Packaging Line,Fully Automated,Plc480,Ignition,Abb 800Xa,Kuka Kr10,Idle,87.95,29.47,1974.76,297,6,Op480,In Progress,Prj480,Passed,2026-06-22
Sys0481,Learn Automation,Houston Plant,Line C,Semi Automated,Plc481,Wonderware,Honeywell Experion,Fanuc M-20Id,Running,83.95,23.57,1502.9,62,15,Op481,In Progress,Prj481,Failed,2024-08-31
Sys0482,Set Automation,Phoenix Plant,Line C,Semi Automated,Plc482,Factorytalk,Emerson Deltav,Fanuc M-20Id,Idle,96.41,23.74,660.34,91,9,Op482,Completed,Prj482,Passed,2025-10-21
Sys0483,These Automation,Austin Plant,Line C,Fully Automated,Plc483,Ignition,Honeywell Experion,Abb Irb2600,Idle,87.5,28.82,1086.34,277,4,Op483,Scheduled,Prj483,Pending,2024-09-23
Sys0484,Far Automation,Chicago Plant,Line D,Robotic Cell,Plc484,Wincc,Honeywell Experion,Abb Irb2600,Running,75.53,34.06,2169.9,266,10,Op484,Scheduled,Prj484,Failed,2025-02-15
Sys0485,From Automation,Houston Plant,Packaging Line,Robotic Cell,Plc485,Factorytalk,Honeywell Experion,Yaskawa Gp25,Stopped,82.3,13.96,2078.7,87,8,Op485,Completed,Prj485,Pending,2024-10-24
Sys0486,Along Automation,Houston Plant,Line C,Fully Automated,Plc486,Ignition,Honeywell Experion,Kuka Kr10,Stopped,97.95,28.56,821.58,274,9,Op486,Completed,Prj486,Passed,2025-09-09
Sys0487,Policy Automation,Austin Plant,Line B,Fully Automated,Plc487,Wincc,Abb 800Xa,Kuka Kr10,Idle,85.58,21.09,910.31,17,10,Op487,Scheduled,Prj487,Passed,2026-03-23
Sys0488,Option Automation,Houston Plant,Line D,Robotic Cell,Plc488,Ignition,Emerson Deltav,Kuka Kr10,Running,97.09,22.14,1498.83,74,14,Op488,Scheduled,Prj488,Passed,2026-06-22
Sys0489,Nothing Automation,Dallas Plant,Packaging Line,Robotic Cell,Plc489,Factorytalk,Emerson Deltav,Kuka Kr10,Stopped,96.5,39.09,2008.32,293,4,Op489,In Progress,Prj489,Failed,2025-10-22
Sys0490,Consider Automation,Chicago Plant,Line C,Robotic Cell,Plc490,Wincc,Emerson Deltav,Yaskawa Gp25,Running,78.35,26.53,1116.16,205,7,Op490,Scheduled,Prj490,Pending,2024-10-03
Sys0491,Hour Automation,Dallas Plant,Line C,Fully Automated,Plc491,Ignition,Emerson Deltav,Abb Irb2600,Maintenance,79.7,12.51,2198.9,44,12,Op491,Completed,Prj491,Pending,2026-01-24
Sys0492,Focus Automation,Houston Plant,Assembly Line,Robotic Cell,Plc492,Wincc,Emerson Deltav,Kuka Kr10,Stopped,78.55,35.61,1239.26,190,0,Op492,Scheduled,Prj492,Pending,2024-10-11
Sys0493,Family Automation,Houston Plant,Line C,Semi Automated,Plc493,Wincc,Abb 800Xa,Yaskawa Gp25,Stopped,94.29,18.66,2111.35,217,13,Op493,Completed,Prj493,Failed,2024-11-23
Sys0494,Politics Automation,Phoenix Plant,Line A,Fully Automated,Plc494,Ignition,Honeywell Experion,Yaskawa Gp25,Maintenance,76.59,38.8,2012.23,45,0,Op494,Scheduled,Prj494,Failed,2026-05-20
Sys0495,Trouble Automation,Houston Plant,Line D,Fully Automated,Plc495,Wonderware,Emerson Deltav,Abb Irb2600,Idle,79.46,21.45,1607.73,21,9,Op495,In Progress,Prj495,Pending,2025-11-22
Sys0496,Authority Automation,Chicago Plant,Assembly Line,Robotic Cell,Plc496,Wonderware,Abb 800Xa,Fanuc M-20Id,Running,78.7,19.01,1781.11,241,3,Op496,In Progress,Prj496,Failed,2024-12-09
Sys0497,Decide Automation,Houston Plant,Line D,Fully Automated,Plc497,Wonderware,Emerson Deltav,Abb Irb2600,Running,77.86,18.32,2488.67,34,11,Op497,In Progress,Prj497,Pending,2025-08-22
Sys0498,Lawyer Automation,Phoenix Plant,Line D,Semi Automated,Plc498,Wonderware,Emerson Deltav,Fanuc M-20Id,Maintenance,87.3,27.26,2190.56,83,1,Op498,Completed,Prj498,Pending,2024-12-04
Sys0499,Way Automation,Chicago Plant,Packaging Line,Fully Automated,Plc499,Factorytalk,Abb 800Xa,Fanuc M-20Id,Maintenance,83.67,29.09,2410.31,24,9,Op499,Scheduled,Prj499,Failed,2025-03-05
Sys0500,Cut Automation,Dallas Plant,Assembly Line,Fully Automated,Plc500,Ignition,Abb 800Xa,Abb Irb2600,Maintenance,95.94,34.8,1869.93,154,8,Op500,In Progress,Prj500,Failed,2025-06-16
